paper_id,paper_link
1004572,https://doi.org/10.1109/jssc.2002.1004572
1004575,https://ieeexplore.ieee.org/document/1004575/
1004576,https://ieeexplore.ieee.org/document/1004576/
1004580,https://ieeexplore.ieee.org/document/1004580/
1004582,https://ieeexplore.ieee.org/document/1004582/
1004583,https://ieeexplore.ieee.org/document/1004583/
1015676,https://ieeexplore.ieee.org/document/1015676/
1015678,https://ieeexplore.ieee.org/document/1015678/
1015679,https://ieeexplore.ieee.org/document/1015679/
1015680,https://ieeexplore.ieee.org/document/1015680/
1015681,https://ieeexplore.ieee.org/document/1015681/
1015682,https://ieeexplore.ieee.org/document/1015682/
1015683,https://ieeexplore.ieee.org/document/1015683/
1015685,https://ieeexplore.ieee.org/document/1015685/
1015686,https://ieeexplore.ieee.org/document/1015686/
1015687,https://ieeexplore.ieee.org/document/1015687/
1015688,https://ieeexplore.ieee.org/document/1015688/
1015689,https://ieeexplore.ieee.org/document/1015689/
1015696,https://ieeexplore.ieee.org/document/1015696/
1020235,https://ieeexplore.ieee.org/document/1020235/
1020237,https://ieeexplore.ieee.org/document/1020237/
1020238,https://ieeexplore.ieee.org/document/1020238/
1020239,https://ieeexplore.ieee.org/document/1020239/
1020240,https://ieeexplore.ieee.org/document/1020240/
1020241,https://ieeexplore.ieee.org/document/1020241/
1020246,https://ieeexplore.ieee.org/document/1020246/
1028086,https://ieeexplore.ieee.org/document/1028086/
1028091,https://ieeexplore.ieee.org/document/1028091/
1028092,https://ieeexplore.ieee.org/document/1028092/
1028093,https://ieeexplore.ieee.org/document/1028093/
1028096,https://ieeexplore.ieee.org/document/1028096/
1028097,https://ieeexplore.ieee.org/document/1028097/
1028100,https://ieeexplore.ieee.org/document/1028100/
1035935,https://ieeexplore.ieee.org/document/1035935/
1035941,https://ieeexplore.ieee.org/document/1035941/
1035943,https://ieeexplore.ieee.org/document/1035943/
1035945,https://ieeexplore.ieee.org/document/1035945/
1035952,https://ieeexplore.ieee.org/document/1035952/
1035954,https://ieeexplore.ieee.org/document/1035954/
10454417,https://ieeexplore.ieee.org/document/10454417/
10454560,https://ieeexplore.ieee.org/document/10454560/
10454566,https://ieeexplore.ieee.org/document/10454566/
1046080,https://ieeexplore.ieee.org/document/1046080/
1046082,https://ieeexplore.ieee.org/document/1046082/
1088088,https://ieeexplore.ieee.org/document/1088088/
1088089,https://ieeexplore.ieee.org/document/1088089/
1088093,https://ieeexplore.ieee.org/document/1088093/
1088096,https://ieeexplore.ieee.org/document/1088096/
1088099,https://ieeexplore.ieee.org/document/1088099/
1088100,https://ieeexplore.ieee.org/document/1088100/
1088101,https://ieeexplore.ieee.org/document/1088101/
1088105,https://ieeexplore.ieee.org/document/1088105/
1088106,https://ieeexplore.ieee.org/document/1088106/
1088108,https://ieeexplore.ieee.org/document/1088108/
1088113,https://ieeexplore.ieee.org/document/1088113/
1088114,https://ieeexplore.ieee.org/document/1088114/
1088115,https://ieeexplore.ieee.org/document/1088115/
1088116,https://ieeexplore.ieee.org/document/1088116/
1088118,https://ieeexplore.ieee.org/document/1088118/
1158776,https://ieeexplore.ieee.org/document/1158776/
1158777,https://ieeexplore.ieee.org/document/1158777/
1158778,https://ieeexplore.ieee.org/document/1158778/
1158779,https://ieeexplore.ieee.org/document/1158779/
1158780,https://ieeexplore.ieee.org/document/1158780/
1158782,https://ieeexplore.ieee.org/document/1158782/
1158783,https://ieeexplore.ieee.org/document/1158783/
1158784,https://ieeexplore.ieee.org/document/1158784/
1158785,https://ieeexplore.ieee.org/document/1158785/
1158790,https://ieeexplore.ieee.org/document/1158790/
1158791,https://ieeexplore.ieee.org/document/1158791/
1158792,https://ieeexplore.ieee.org/document/1158792/
1158795,https://ieeexplore.ieee.org/document/1158795/
1175495,https://ieeexplore.ieee.org/document/1175495/
1175496,https://ieeexplore.ieee.org/document/1175496/
1175498,https://ieeexplore.ieee.org/document/1175498/
1175501,https://ieeexplore.ieee.org/document/1175501/
1175502,https://ieeexplore.ieee.org/document/1175502/
1175507,https://ieeexplore.ieee.org/document/1175507/
1175509,https://ieeexplore.ieee.org/document/1175509/
1175514,https://ieeexplore.ieee.org/document/1175514/
1175515,https://ieeexplore.ieee.org/document/1175515/
1175519,https://ieeexplore.ieee.org/document/1175519/
1175520,https://ieeexplore.ieee.org/document/1175520/
1175522,https://ieeexplore.ieee.org/document/1175522/
1183846,https://ieeexplore.ieee.org/document/1183846/
1183855,https://ieeexplore.ieee.org/document/1183855/
1183856,https://ieeexplore.ieee.org/document/1183856/
1183858,https://ieeexplore.ieee.org/document/1183858/
1183860,https://ieeexplore.ieee.org/document/1183860/
1183872,https://ieeexplore.ieee.org/document/1183872/
1190593,https://ieeexplore.ieee.org/document/1190593/
1190594,https://ieeexplore.ieee.org/document/1190594/
1190595,https://ieeexplore.ieee.org/document/1190595/
1190596,https://ieeexplore.ieee.org/document/1190596/
1190599,https://ieeexplore.ieee.org/document/1190599/
1190602,https://ieeexplore.ieee.org/document/1190602/
1190604,https://ieeexplore.ieee.org/document/1190604/
1190605,https://ieeexplore.ieee.org/document/1190605/
1196212,https://ieeexplore.ieee.org/document/1196212/
1196224,https://ieeexplore.ieee.org/document/1196224/
1196226,https://ieeexplore.ieee.org/document/1196226/
1196227,https://ieeexplore.ieee.org/document/1196227/
1196228,https://ieeexplore.ieee.org/document/1196228/
1201986,https://ieeexplore.ieee.org/document/1201986/
1201987,https://ieeexplore.ieee.org/document/1201987/
1201988,https://ieeexplore.ieee.org/document/1201988/
1201990,https://ieeexplore.ieee.org/document/1201990/
1201993,https://ieeexplore.ieee.org/document/1201993/
1201994,https://ieeexplore.ieee.org/document/1201994/
1201996,https://ieeexplore.ieee.org/document/1201996/
1201997,https://ieeexplore.ieee.org/document/1201997/
1201998,https://ieeexplore.ieee.org/document/1201998/
1202000,https://ieeexplore.ieee.org/document/1202000/
1202001,https://ieeexplore.ieee.org/document/1202001/
1202002,https://ieeexplore.ieee.org/document/1202002/
1202003,https://ieeexplore.ieee.org/document/1202003/
1202004,https://ieeexplore.ieee.org/document/1202004/
1202007,https://ieeexplore.ieee.org/document/1202007/
1202008,https://ieeexplore.ieee.org/document/1202008/
1202009,https://ieeexplore.ieee.org/document/1202009/
1202010,https://ieeexplore.ieee.org/document/1202010/
1202011,https://ieeexplore.ieee.org/document/1202011/
1202012,https://ieeexplore.ieee.org/document/1202012/
1208457,https://ieeexplore.ieee.org/document/1208457/
1208458,https://ieeexplore.ieee.org/document/1208458/
1208460,https://ieeexplore.ieee.org/document/1208460/
1208462,https://ieeexplore.ieee.org/document/1208462/
1208463,https://ieeexplore.ieee.org/document/1208463/
1208464,https://ieeexplore.ieee.org/document/1208464/
1208465,https://ieeexplore.ieee.org/document/1208465/
1208466,https://ieeexplore.ieee.org/document/1208466/
1208467,https://ieeexplore.ieee.org/document/1208467/
1208468,https://ieeexplore.ieee.org/document/1208468/
1208469,https://ieeexplore.ieee.org/document/1208469/
1208471,https://ieeexplore.ieee.org/document/1208471/
1208477,https://ieeexplore.ieee.org/document/1208477/
1208478,https://ieeexplore.ieee.org/document/1208478/
1208480,https://ieeexplore.ieee.org/document/1208480/
1208481,https://ieeexplore.ieee.org/document/1208481/
1208485,https://ieeexplore.ieee.org/document/1208485/
1214723,https://ieeexplore.ieee.org/document/1214723/
1214724,https://ieeexplore.ieee.org/document/1214724/
1214725,https://ieeexplore.ieee.org/document/1214725/
1214727,https://ieeexplore.ieee.org/document/1214727/
1214728,https://ieeexplore.ieee.org/document/1214728/
1214729,https://ieeexplore.ieee.org/document/1214729/
1214730,https://ieeexplore.ieee.org/document/1214730/
1214738,https://ieeexplore.ieee.org/document/1214738/
1225787,https://ieeexplore.ieee.org/document/1225787/
1225789,https://ieeexplore.ieee.org/document/1225789/
1225792,https://ieeexplore.ieee.org/document/1225792/
1225793,https://ieeexplore.ieee.org/document/1225793/
1225794,https://ieeexplore.ieee.org/document/1225794/
1225795,https://ieeexplore.ieee.org/document/1225795/
1225800,https://ieeexplore.ieee.org/document/1225800/
1225801,https://ieeexplore.ieee.org/document/1225801/
1225803,https://ieeexplore.ieee.org/document/1225803/
1233740,https://ieeexplore.ieee.org/document/1233740/
1233743,https://ieeexplore.ieee.org/document/1233743/
1233745,https://ieeexplore.ieee.org/document/1233745/
1233748,https://ieeexplore.ieee.org/document/1233748/
1233750,https://ieeexplore.ieee.org/document/1233750/
1233752,https://ieeexplore.ieee.org/document/1233752/
1233753,https://ieeexplore.ieee.org/document/1233753/
1233754,https://ieeexplore.ieee.org/document/1233754/
1233757,https://ieeexplore.ieee.org/document/1233757/
1233778,https://ieeexplore.ieee.org/document/1233778/
1233786,https://ieeexplore.ieee.org/document/1233786/
1233790,https://ieeexplore.ieee.org/document/1233790/
1233801,https://ieeexplore.ieee.org/document/1233801/
1234243,https://ieeexplore.ieee.org/document/1234243/
1240958,https://ieeexplore.ieee.org/document/1240958/
1240960,https://ieeexplore.ieee.org/document/1240960/
1240961,https://ieeexplore.ieee.org/document/1240961/
1240967,https://ieeexplore.ieee.org/document/1240967/
1253848,https://ieeexplore.ieee.org/document/1253848/
1253849,https://ieeexplore.ieee.org/document/1253849/
1253852,https://ieeexplore.ieee.org/document/1253852/
1253861,https://ieeexplore.ieee.org/document/1253861/
1253863,https://ieeexplore.ieee.org/document/1253863/
1253866,https://ieeexplore.ieee.org/document/1253866/
1253869,https://ieeexplore.ieee.org/document/1253869/
1253870,https://ieeexplore.ieee.org/document/1253870/
1253873,https://ieeexplore.ieee.org/document/1253873/
1253880,https://ieeexplore.ieee.org/document/1253880/
1261283,https://ieeexplore.ieee.org/document/1261283/
1261285,https://ieeexplore.ieee.org/document/1261285/
1261286,https://ieeexplore.ieee.org/document/1261286/
1261287,https://ieeexplore.ieee.org/document/1261287/
1261292,https://ieeexplore.ieee.org/document/1261292/
1261293,https://ieeexplore.ieee.org/document/1261293/
1261295,https://ieeexplore.ieee.org/document/1261295/
1261302,https://ieeexplore.ieee.org/document/1261302/
1261304,https://ieeexplore.ieee.org/document/1261304/
1261305,https://ieeexplore.ieee.org/document/1261305/
1261307,https://ieeexplore.ieee.org/document/1261307/
1263654,https://ieeexplore.ieee.org/document/1263654/
1263655,https://ieeexplore.ieee.org/document/1263655/
1263656,https://ieeexplore.ieee.org/document/1263656/
1263657,https://ieeexplore.ieee.org/document/1263657/
1263660,https://ieeexplore.ieee.org/document/1263660/
1263663,https://ieeexplore.ieee.org/document/1263663/
1263664,https://ieeexplore.ieee.org/document/1263664/
1269916,https://ieeexplore.ieee.org/document/1269916/
1269917,https://ieeexplore.ieee.org/document/1269917/
1269919,https://ieeexplore.ieee.org/document/1269919/
1269921,https://ieeexplore.ieee.org/document/1269921/
1269930,https://ieeexplore.ieee.org/document/1269930/
1269931,https://ieeexplore.ieee.org/document/1269931/
1269932,https://ieeexplore.ieee.org/document/1269932/
1278572,https://ieeexplore.ieee.org/document/1278572/
1278573,https://ieeexplore.ieee.org/document/1278573/
1278574,https://ieeexplore.ieee.org/document/1278574/
1278576,https://ieeexplore.ieee.org/document/1278576/
1278577,https://ieeexplore.ieee.org/document/1278577/
1278592,https://ieeexplore.ieee.org/document/1278592/
1291678,https://ieeexplore.ieee.org/document/1291678/
1291682,https://ieeexplore.ieee.org/document/1291682/
1302263,https://ieeexplore.ieee.org/document/1302263/
1302265,https://ieeexplore.ieee.org/document/1302265/
1302269,https://ieeexplore.ieee.org/document/1302269/
1302270,https://ieeexplore.ieee.org/document/1302270/
1302273,https://ieeexplore.ieee.org/document/1302273/
1302275,https://ieeexplore.ieee.org/document/1302275/
1302276,https://ieeexplore.ieee.org/document/1302276/
1308573,https://ieeexplore.ieee.org/document/1308573/
1308576,https://ieeexplore.ieee.org/document/1308576/
1308577,https://ieeexplore.ieee.org/document/1308577/
1308580,https://ieeexplore.ieee.org/document/1308580/
1308581,https://ieeexplore.ieee.org/document/1308581/
1308582,https://ieeexplore.ieee.org/document/1308582/
1308588,https://ieeexplore.ieee.org/document/1308588/
1308589,https://ieeexplore.ieee.org/document/1308589/
1308592,https://ieeexplore.ieee.org/document/1308592/
1308593,https://ieeexplore.ieee.org/document/1308593/
1308594,https://ieeexplore.ieee.org/document/1308594/
1308598,https://ieeexplore.ieee.org/document/1308598/
1308600,https://ieeexplore.ieee.org/document/1308600/
1317046,https://ieeexplore.ieee.org/document/1317046/
1317050,https://ieeexplore.ieee.org/document/1317050/
1317054,https://ieeexplore.ieee.org/document/1317054/
1317055,https://ieeexplore.ieee.org/document/1317055/
1317064,https://ieeexplore.ieee.org/document/1317064/
1327738,https://ieeexplore.ieee.org/document/1327738/
1327741,https://ieeexplore.ieee.org/document/1327741/
1327745,https://ieeexplore.ieee.org/document/1327745/
1327752,https://ieeexplore.ieee.org/document/1327752/
1332596,https://ieeexplore.ieee.org/document/1332596/
1332612,https://ieeexplore.ieee.org/document/1332612/
1332648,https://ieeexplore.ieee.org/document/1332648/
1332650,https://ieeexplore.ieee.org/document/1332650/
1332654,https://ieeexplore.ieee.org/document/1332654/
1332655,https://ieeexplore.ieee.org/document/1332655/
1332656,https://ieeexplore.ieee.org/document/1332656/
1332660,https://ieeexplore.ieee.org/document/1332660/
1336990,https://ieeexplore.ieee.org/document/1336990/
1336991,https://ieeexplore.ieee.org/document/1336991/
1336992,https://ieeexplore.ieee.org/document/1336992/
1336994,https://ieeexplore.ieee.org/document/1336994/
1336995,https://ieeexplore.ieee.org/document/1336995/
1336996,https://ieeexplore.ieee.org/document/1336996/
1336997,https://ieeexplore.ieee.org/document/1336997/
1336998,https://ieeexplore.ieee.org/document/1336998/
1336999,https://ieeexplore.ieee.org/document/1336999/
1337000,https://ieeexplore.ieee.org/document/1337000/
1337002,https://ieeexplore.ieee.org/document/1337002/
1337005,https://ieeexplore.ieee.org/document/1337005/
1337009,https://ieeexplore.ieee.org/document/1337009/
1347311,https://ieeexplore.ieee.org/document/1347311/
1347312,https://ieeexplore.ieee.org/document/1347312/
1347313,https://ieeexplore.ieee.org/document/1347313/
1347317,https://ieeexplore.ieee.org/document/1347317/
1347318,https://ieeexplore.ieee.org/document/1347318/
1347321,https://ieeexplore.ieee.org/document/1347321/
1347325,https://ieeexplore.ieee.org/document/1347325/
1347326,https://ieeexplore.ieee.org/document/1347326/
1347327,https://ieeexplore.ieee.org/document/1347327/
1347329,https://ieeexplore.ieee.org/document/1347329/
1347332,https://ieeexplore.ieee.org/document/1347332/
1347335,https://ieeexplore.ieee.org/document/1347335/
1347341,https://ieeexplore.ieee.org/document/1347341/
1362821,https://ieeexplore.ieee.org/document/1362821/
1362823,https://ieeexplore.ieee.org/document/1362823/
1362825,https://ieeexplore.ieee.org/document/1362825/
1362827,https://ieeexplore.ieee.org/document/1362827/
1362829,https://ieeexplore.ieee.org/document/1362829/
1362830,https://ieeexplore.ieee.org/document/1362830/
1362831,https://ieeexplore.ieee.org/document/1362831/
1362832,https://ieeexplore.ieee.org/document/1362832/
1362833,https://ieeexplore.ieee.org/document/1362833/
1362834,https://ieeexplore.ieee.org/document/1362834/
1362835,https://ieeexplore.ieee.org/document/1362835/
1362837,https://ieeexplore.ieee.org/document/1362837/
1362839,https://ieeexplore.ieee.org/document/1362839/
1362840,https://ieeexplore.ieee.org/document/1362840/
1362842,https://ieeexplore.ieee.org/document/1362842/
1362844,https://ieeexplore.ieee.org/document/1362844/
1362845,https://ieeexplore.ieee.org/document/1362845/
1362846,https://ieeexplore.ieee.org/document/1362846/
1362847,https://ieeexplore.ieee.org/document/1362847/
1362849,https://ieeexplore.ieee.org/document/1362849/
1374990,https://ieeexplore.ieee.org/document/1374990/
1374999,https://ieeexplore.ieee.org/document/1374999/
1375007,https://ieeexplore.ieee.org/document/1375007/
1388625,https://ieeexplore.ieee.org/document/1388625/
1388626,https://ieeexplore.ieee.org/document/1388626/
1388627,https://ieeexplore.ieee.org/document/1388627/
1388629,https://ieeexplore.ieee.org/document/1388629/
1388630,https://ieeexplore.ieee.org/document/1388630/
1388631,https://ieeexplore.ieee.org/document/1388631/
1388632,https://ieeexplore.ieee.org/document/1388632/
1388636,https://ieeexplore.ieee.org/document/1388636/
1388640,https://ieeexplore.ieee.org/document/1388640/
1388641,https://ieeexplore.ieee.org/document/1388641/
1388644,https://ieeexplore.ieee.org/document/1388644/
1388645,https://ieeexplore.ieee.org/document/1388645/
1388647,https://ieeexplore.ieee.org/document/1388647/
1408078,https://ieeexplore.ieee.org/document/1408078/
1408079,https://ieeexplore.ieee.org/document/1408079/
1408080,https://ieeexplore.ieee.org/document/1408080/
1408081,https://ieeexplore.ieee.org/document/1408081/
1408082,https://ieeexplore.ieee.org/document/1408082/
1408085,https://ieeexplore.ieee.org/document/1408085/
1408087,https://ieeexplore.ieee.org/document/1408087/
1408088,https://ieeexplore.ieee.org/document/1408088/
1408090,https://ieeexplore.ieee.org/document/1408090/
1408091,https://ieeexplore.ieee.org/document/1408091/
1408094,https://ieeexplore.ieee.org/document/1408094/
1408098,https://ieeexplore.ieee.org/document/1408098/
1408101,https://ieeexplore.ieee.org/document/1408101/
1408102,https://ieeexplore.ieee.org/document/1408102/
1424213,https://ieeexplore.ieee.org/document/1424213/
1424225,https://ieeexplore.ieee.org/document/1424225/
1424227,https://ieeexplore.ieee.org/document/1424227/
1424228,https://ieeexplore.ieee.org/document/1424228/
1424229,https://ieeexplore.ieee.org/document/1424229/
1424230,https://ieeexplore.ieee.org/document/1424230/
1424232,https://ieeexplore.ieee.org/document/1424232/
1425712,https://ieeexplore.ieee.org/document/1425712/
1425713,https://ieeexplore.ieee.org/document/1425713/
1425715,https://ieeexplore.ieee.org/document/1425715/
1425716,https://ieeexplore.ieee.org/document/1425716/
1425717,https://ieeexplore.ieee.org/document/1425717/
1425718,https://ieeexplore.ieee.org/document/1425718/
1425723,https://ieeexplore.ieee.org/document/1425723/
1425724,https://ieeexplore.ieee.org/document/1425724/
1425726,https://ieeexplore.ieee.org/document/1425726/
1435599,https://ieeexplore.ieee.org/document/1435599/
1435600,https://ieeexplore.ieee.org/document/1435600/
1435601,https://ieeexplore.ieee.org/document/1435601/
1435602,https://ieeexplore.ieee.org/document/1435602/
1435603,https://ieeexplore.ieee.org/document/1435603/
1435604,https://ieeexplore.ieee.org/document/1435604/
1435605,https://ieeexplore.ieee.org/document/1435605/
1435606,https://ieeexplore.ieee.org/document/1435606/
1435608,https://ieeexplore.ieee.org/document/1435608/
1435610,https://ieeexplore.ieee.org/document/1435610/
1435611,https://ieeexplore.ieee.org/document/1435611/
1458984,https://ieeexplore.ieee.org/document/1458984/
1458985,https://ieeexplore.ieee.org/document/1458985/
1458986,https://ieeexplore.ieee.org/document/1458986/
1458988,https://ieeexplore.ieee.org/document/1458988/
1458989,https://ieeexplore.ieee.org/document/1458989/
1458990,https://ieeexplore.ieee.org/document/1458990/
1458993,https://ieeexplore.ieee.org/document/1458993/
1458994,https://ieeexplore.ieee.org/document/1458994/
1458996,https://ieeexplore.ieee.org/document/1458996/
1458999,https://ieeexplore.ieee.org/document/1458999/
1459001,https://ieeexplore.ieee.org/document/1459001/
1459004,https://ieeexplore.ieee.org/document/1459004/
1487603,https://ieeexplore.ieee.org/document/1487603/
1487604,https://ieeexplore.ieee.org/document/1487604/
1487605,https://ieeexplore.ieee.org/document/1487605/
1487606,https://ieeexplore.ieee.org/document/1487606/
1487607,https://ieeexplore.ieee.org/document/1487607/
1487609,https://ieeexplore.ieee.org/document/1487609/
1487610,https://ieeexplore.ieee.org/document/1487610/
1487611,https://ieeexplore.ieee.org/document/1487611/
1487614,https://ieeexplore.ieee.org/document/1487614/
1487616,https://ieeexplore.ieee.org/document/1487616/
1487619,https://ieeexplore.ieee.org/document/1487619/
1501976,https://ieeexplore.ieee.org/document/1501976/
1501984,https://ieeexplore.ieee.org/document/1501984/
1501985,https://ieeexplore.ieee.org/document/1501985/
1501987,https://ieeexplore.ieee.org/document/1501987/
1501988,https://ieeexplore.ieee.org/document/1501988/
1501990,https://ieeexplore.ieee.org/document/1501990/
1501994,https://ieeexplore.ieee.org/document/1501994/
1501998,https://ieeexplore.ieee.org/document/1501998/
1506887,https://ieeexplore.ieee.org/document/1506887/
1506888,https://ieeexplore.ieee.org/document/1506888/
1506889,https://ieeexplore.ieee.org/document/1506889/
1506892,https://ieeexplore.ieee.org/document/1506892/
1506898,https://ieeexplore.ieee.org/document/1506898/
1506899,https://ieeexplore.ieee.org/document/1506899/
1506903,https://ieeexplore.ieee.org/document/1506903/
1522552,https://ieeexplore.ieee.org/document/1522552/
1522555,https://ieeexplore.ieee.org/document/1522555/
1522556,https://ieeexplore.ieee.org/document/1522556/
1522557,https://ieeexplore.ieee.org/document/1522557/
1522559,https://ieeexplore.ieee.org/document/1522559/
1522561,https://ieeexplore.ieee.org/document/1522561/
